rank,release_date,title,url,production_cost,domestic_gross,worldwide_gross,opening_weekend,mpaa,genre,theaters,runtime,graph,status
175,15-09-2021,Dune,/movie/Dune-(2020)#tab=summary,165000000,108327830,397720527,41011174,PG-13,Action,4125,156,,PROFIT
176,19-05-2006,The Da Vinci Code,/movie/Da-Vinci-Code-The#tab=summary,125000000,217536138,767820459,77073388,PG-13,Thriller/Suspense,3757,152,,PROFIT
177,10-08-2012,The Campaign,/movie/Campaign-The#tab=summary,95000000,86907746,104907746,26588460,R,Comedy,3302,85,,PROFIT
178,12-05-2006,Poseidon,/movie/Poseidon#tab=summary,160000000,60674817,181674817,22155410,PG-13,Adventure,3555,NA,,
179,17-12-2019,Cats,/movie/Cats-(2019)#tab=summary,100000000,27166770,75558925,6619870,PG,Musical,3380,110,,LOSS
180,01-11-2019,The Irishman,/movie/Irishman-The-(2019)#tab=summary,159000000,0,910234,NA,R,Drama,NA,210,,
181,28-05-2014,Edge of Tomorrow,/movie/Edge-of-Tomorrow#tab=summary,178000000,100206256,367028980,28760246,PG-13,Action,3505,136,,PROFIT
182,10-12-2010,The Chronicles of Narnia: The Voyage of the Daw…,/movie/Chronicles-of-Narnia-The-Voyage-of-the-Dawn-Treader-The#tab=summary,155000000,104386950,418186950,NA,NA,NA,NA,NA,,
183,07-07-2021,Black Widow,/movie/Black-Widow-(2021)#tab=summary,200000000,183651655,379751655,80366312,PG-13,Action,4275,133,,PROFIT
184,06-04-2016,The Huntsman: Winter’s War,/movie/Huntsman-Winters-War-The#tab=summary,115000000,48003015,165149302,19445035,PG-13,Action,3802,113,,PROFIT
185,28-06-2000,The Patriot,/movie/Patriot-The-(2000)#tab=summary,110000000,113330342,215300000,22413710,R,Drama,3061,164,,PROFIT
186,23-02-2017,Logan,/movie/Logan-(2017)#tab=summary,127000000,226277068,614202315,88411916,R,Action,4071,135,,PROFIT
187,11-06-2004,The Chronicles of Riddick,/movie/Chronicles-of-Riddick-The#tab=summary,120000000,57712751,107212751,24289165,PG-13,Adventure,2759,119,,LOSS
188,16-07-2010,Inception,/movie/Inception#tab=summary,160000000,292576195,728582465,62785337,PG-13,Thriller/Suspense,3792,147,,PROFIT
189,27-01-2016,Moana,/movie/Moana-(2016)#tab=summary,150000000,248757044,631617146,56631401,PG,Musical,3875,113,,PROFIT
190,27-06-2016,The Legend of Tarzan,/movie/Legend-of-Tarzan-The#tab=summary,180000000,126643061,348902025,38527856,PG-13,Adventure,3591,110,,PROFIT
191,01-07-2016,Ice Age: Collision Course,/movie/Ice-Age-Collision-Course#tab=summary,105000000,64063008,402156682,21373064,PG,Adventure,3997,100,,PROFIT
192,27-06-2007,Live Free or Die Hard,/movie/Live-Free-or-Die-Hard#tab=summary,110000000,134529403,382288147,33369559,PG-13,Action,3411,129,,PROFIT
193,26-11-2008,Australia,/movie/Australia-(2008)#tab=summary,130000000,49554002,215080810,14800723,PG-13,Drama,2721,165,,PROFIT
194,27-03-2009,Monsters vs. Aliens,/movie/Monsters-vs-Aliens#tab=summary,175000000,198351526,381687380,59321095,PG,Adventure,4136,95,,PROFIT
195,30-09-2015,The Martian,/movie/Martian-The#tab=summary,108000000,228433663,653609107,54308575,PG-13,Thriller/Suspense,3854,130,,PROFIT
196,29-07-2015,Mission: Impossible—Rogue Nation,/movie/Mission-Impossible-Rogue-Nation#tab=summary,150000000,195042377,688858992,55520089,PG-13,Action,3988,131,,PROFIT
197,05-11-2014,Interstellar,/movie/Interstellar#tab=summary,165000000,188017894,649133873,47510360,PG-13,Adventure,3561,165,,PROFIT
198,01-07-2003,Terminator 3: Rise of the Machines,/movie/Terminator-3-Rise-of-the-Machines#tab=summary,170000000,150358296,433058296,44041440,R,Action,3504,109,,PROFIT
199,07-11-2019,Midway,/movie/Midway-(2019)#tab=summary,100000000,56846802,126829063,17897419,PG-13,Action,3242,138,,PROFIT
200,09-08-2018,The Meg,/movie/Meg-The#tab=summary,178000000,145443742,527370715,45402195,PG-13,Action,4118,113,,PROFIT
201,25-10-2019,Terminator: Dark Fate,/movie/Terminator-Dark-Fate-(2019)#tab=summary,185000000,62253077,250372367,29033832,R,Action,4086,128,,PROFIT
202,22-05-2008,Indiana Jones and the Kingdom of the Crystal Skull,/movie/Indiana-Jones-and-the-Kingdom-of-the-Crystal-Skull#tab=summary,185000000,317101119,786635413,100137835,PG-13,Adventure,4264,123,,PROFIT
203,14-11-2008,Quantum of Solace,/movie/Quantum-of-Solace#tab=summary,230000000,169368427,591692078,67528882,PG-13,Action,3501,106,,PROFIT
204,24-10-2016,Doctor Strange,/movie/Doctor-Strange-(2016)#tab=summary,165000000,232641920,676354481,85058311,PG-13,Action,3882,115,,PROFIT
205,03-05-2019,Pokémon: Detective Pikachu,/movie/Pokemon-Detective-Pikachu-(2019)#tab=summary,150000000,144105346,431344168,54365242,PG,Adventure,4248,104,,PROFIT
206,10-12-2004,Ocean's Twelve,/movie/Oceans-Twelve#tab=summary,110000000,125531634,362989076,39153380,PG-13,Adventure,3290,125,,PROFIT
207,02-06-2016,Teenage Mutant Ninja Turtles: Out of the Shadows,/movie/Teenage-Mutant-Ninja-Turtles-Out-of-the-Shadows#tab=summary,135000000,82051601,245328374,35316382,PG-13,Adventure,4071,112,,PROFIT
208,27-06-2003,Charlie's Angels: Full Throttle,/movie/Charlies-Angels-Full-Throttle#tab=summary,120000000,100814328,227163273,37634221,PG-13,Action,3485,106,,PROFIT
209,07-04-2016,The Jungle Book,/movie/Jungle-Book-The-(2016)#tab=summary,175000000,364001123,953554418,103261464,PG,Adventure,4144,105,,PROFIT
210,13-05-2004,Troy,/movie/Troy#tab=summary,150000000,133298577,483152040,46865412,R,Action,3411,162,,PROFIT
211,10-02-2022,Uncharted,/movie/Uncharted-(2022)#tab=summary,120000000,148648820,401748820,44010155,PG-13,Adventure,4275,116,,PROFIT
212,20-02-2014,Mr. Peabody & Sherman,/movie/Mr-Peabody-and-Sherman#tab=summary,145000000,111506430,269806430,32207057,PG,Adventure,3951,91,,PROFIT
213,21-09-2016,Miss Peregrine’s Home for Peculiar Children,/movie/Miss-Peregrines-Home-for-Peculiar-Children#tab=summary,110000000,87242834,295986876,28871140,PG-13,Adventure,3835,126,,PROFIT
214,19-12-1997,Tomorrow Never Dies,/movie/Tomorrow-Never-Dies#tab=summary,110000000,125304276,339504276,25143007,PG-13,Action,2807,119,,PROFIT
215,03-11-2006,Flushed Away,/movie/Flushed-Away#tab=summary,149000000,64665672,179357126,18814323,PG,Adventure,3707,85,,PROFIT
216,30-10-2013,Thor: The Dark World,/movie/Thor-The-Dark-World#tab=summary,150000000,206362140,644602516,85737841,PG-13,Action,3841,111,,PROFIT
217,18-11-2011,"The Twilight Saga: Breaking Dawn, Part 1",/movie/Twilight-Saga-Breaking-Dawn-Part-1-The#tab=summary,127500000,281287133,688288353,138122261,PG-13,Drama,4066,117,,PROFIT
218,25-12-2019,1917,/movie/1917-(2019)#tab=summary,100000000,159227644,370603379,576216,R,Thriller/Suspense,3987,119,,PROFIT
219,20-05-2015,Tomorrowland,/movie/Tomorrowland#tab=summary,170000000,93436322,206627518,33028165,PG,Adventure,3972,129,,PROFIT
220,03-07-2018,Ant-Man and the Wasp,/movie/Ant-Man-and-the-Wasp#tab=summary,130000000,216648740,623144660,75812205,PG-13,Action,4206,118,,PROFIT
221,25-11-2015,The Good Dinosaur,/movie/Good-Dinosaur-The#tab=summary,187500000,123087120,333771037,39155217,PG,Adventure,3749,92,,PROFIT
222,23-07-2010,Salt,/movie/Salt#tab=summary,130000000,118311368,290650494,36011243,PG-13,Thriller/Suspense,3612,100,,PROFIT
223,16-05-2002,Star Wars Ep. II: Attack of the Clones,/movie/Star-Wars-Ep-II-Attack-of-the-Clones#tab=summary,115000000,310676740,656695615,80027814,PG,Adventure,3161,143,,PROFIT
224,16-03-2018,Pacific Rim: Uprising,/movie/Pacific-Rim-Uprising#tab=summary,155000000,59874525,290930148,28116535,PG-13,Action,3708,111,,PROFIT
225,07-03-2014,300: Rise of an Empire,/movie/300-Rise-of-an-Empire#tab=summary,110000000,106580051,330780051,45038460,R,Action,3490,102,,PROFIT
226,22-07-2005,The Island,/movie/Island-The-(2005)#tab=summary,120000000,35818913,163018913,12409070,PG-13,Action,3138,136,,PROFIT
227,17-12-2009,Avatar,/movie/Avatar#tab=summary,237000000,785221649,2910370905,77025481,PG-13,Action,3461,162,,PROFIT
228,10-06-2005,Mr. and Mrs. Smith,/movie/Mr-and-Mrs-Smith#tab=summary,110000000,186336279,486124090,50342878,PG-13,Action,3451,120,,PROFIT
229,17-12-2004,The Aviator,/movie/Aviator-The-(2004)#tab=summary,110000000,102608827,208370892,858021,PG-13,Drama,2530,170,,PROFIT
230,12-03-2010,Green Zone,/movie/Green-Zone#tab=summary,100000000,35497337,97523020,14309295,R,Drama,3004,114,,LOSS
231,02-06-2017,The Mummy,/movie/Mummy-The-(2017)#tab=summary,195000000,80101125,409953905,31668375,PG-13,Adventure,4035,107,,PROFIT
232,02-08-2016,Suicide Squad,/movie/Suicide-Squad#tab=summary,175000000,325100054,745744980,133682248,PG-13,Action,4255,123,,PROFIT
233,25-12-2013,The Wolf of Wall Street,/movie/Wolf-of-Wall-Street-The#tab=summary,100000000,116949183,389918903,18410067,R,Black Comedy,2557,165,,PROFIT
234,02-11-2001,"Monsters, Inc.",/movie/Monsters-Inc#tab=summary,115000000,290149425,560483719,62577067,G,Adventure,3649,92,,PROFIT
235,04-11-2021,Red Notice,/movie/Red-Notice-(2020)#tab=summary,150000000,0,173638,NA,PG-13,Action,NA,115,,
236,13-12-2019,6 Underground,/movie/6-Underground-(2019)#tab=summary,150000000,0,0,NA,R,Action,NA,128,,
237,02-05-2008,Iron Man,/movie/Iron-Man#tab=summary,186000000,318604126,585171547,102118668,PG-13,Adventure,4154,126,,PROFIT
238,08-06-2012,Madagascar 3: Europe's Most Wanted,/movie/Madagascar-3#tab=summary,145000000,216391482,746921271,60316738,PG,Adventure,4263,85,,PROFIT
239,24-11-1999,End of Days,/movie/End-of-Days#tab=summary,100000000,66889043,212026975,20523595,R,Action,2665,120,,PROFIT
240,22-10-2004,The Incredibles,/movie/Incredibles-The#tab=summary,92000000,261441092,631441092,70467623,PG,Adventure,3933,115,,PROFIT
241,15-11-2001,Harry Potter and the Sorcerer’s Stone,/movie/Harry-Potter-and-the-Sorcerers-Stone#tab=summary,125000000,317871467,965054122,90294621,PG,Adventure,3672,152,,PROFIT
242,07-12-2007,The Golden Compass,/movie/His-Dark-Materials-The-Golden-Compass#tab=summary,205000000,70107728,367262558,25783232,PG-13,Adventure,3528,113,,PROFIT
243,15-07-1994,True Lies,/movie/True-Lies#tab=summary,100000000,146282411,365300000,25869770,R,Action,2561,141,,PROFIT
244,06-12-2013,47 Ronin,/movie/47-Ronin#tab=summary,175000000,38362475,151716815,9910310,PG-13,Action,2690,127,,LOSS
245,31-05-2013,After Earth,/movie/After-Earth#tab=summary,130000000,60522097,251499665,27520040,PG-13,Action,3401,99,,PROFIT
246,07-02-1997,Dante’s Peak,/movie/Dantes-Peak-(1997)#tab=summary,115000000,67163857,178200000,18479435,PG-13,Thriller/Suspense,2761,109,,PROFIT
247,09-07-2003,Pirates of the Caribbean: The Curse of the Blac…,/movie/Pirates-of-the-Caribbean-The-Curse-of-the-Black-Pearl#tab=summary,140000000,305410819,654310819,NA,NA,NA,NA,NA,,
248,10-05-2013,The Great Gatsby,/movie/Great-Gatsby-The-(2011)#tab=summary,190000000,144840419,353640419,50085184,PG-13,Drama,3550,141,,PROFIT
249,02-07-2007,Transformers,/movie/Transformers#tab=summary,151000000,319246193,708272592,70502384,PG-13,Action,4050,142,,PROFIT
250,05-12-2018,Mortal Engines,/movie/Mortal-Engines-(2018)#tab=summary,100000000,15951040,85480271,7559850,PG-13,Action,3103,128,,LOSS
251,05-12-2003,The Last Samurai,/movie/Last-Samurai-The#tab=summary,140000000,111110575,456810575,24271354,R,Action,2938,154,,PROFIT
252,02-11-2007,Bee Movie,/movie/Bee-Movie#tab=summary,150000000,126631277,287594577,38021044,PG,Adventure,3984,90,,PROFIT
253,29-05-2019,Godzilla: King of the Monsters,/movie/Godzilla-King-of-the-Monsters-(2019)#tab=summary,170000000,110500138,383299915,47776293,PG-13,Action,4108,132,,PROFIT
254,08-03-2013,Oz the Great and Powerful,/movie/Oz-The-Great-and-Powerful#tab=summary,200000000,234770996,490359051,79110453,PG,Adventure,3912,130,,PROFIT
255,30-05-2003,Finding Nemo,/movie/Finding-Nemo#tab=summary,94000000,380529370,936094852,70251710,G,Adventure,3425,100,,PROFIT
256,14-11-2016,Fantastic Beasts and Where to Find Them,/movie/Fantastic-Beasts-and-Where-to-Find-Them#tab=summary,180000000,234037575,811724385,74403387,PG-13,Adventure,4144,133,,PROFIT
257,30-06-2016,The BFG,/movie/BFG-The-(2016)#tab=summary,140000000,55483770,199646680,18775350,PG,Adventure,3392,115,,PROFIT
258,28-07-2006,Miami Vice,/movie/Miami-Vice-(2006)#tab=summary,135000000,63478838,164920076,25723815,R,Action,3026,132,,PROFIT
259,21-06-2002,Minority Report,/movie/Minority-Report#tab=summary,102000000,132024714,358824714,35677125,PG-13,Action,3001,144,,PROFIT
260,23-11-2011,Hugo,/movie/Hugo#tab=summary,180000000,73864507,180047784,11364505,PG,Adventure,2608,126,,PROFIT
261,NA,Desert Warrior,/movie/Desert-Warrior-(2022-Saudi-Arabia)#tab=summary,140000000,0,0,NA,NA,NA,NA,NA,,
262,04-12-2019,Jumanji: The Next Level,/movie/Jumanji-The-Next-Level#tab=summary,125000000,316831246,798332900,59251543,PG-13,Adventure,4227,123,,PROFIT
263,16-06-2017,Cars 3,/movie/Cars-3#tab=summary,175000000,152901115,383541369,53688680,G,Adventure,4256,109,,PROFIT
264,14-08-2014,The Expendables 3,/movie/Expendables-3-The#tab=summary,100000000,39322544,209461378,15879645,PG-13,Action,3221,103,,PROFIT
265,17-11-2000,How the Grinch Stole Christmas,/movie/How-the-Grinch-Stole-Christmas-(2000)#tab=summary,123000000,260348825,345445403,55820330,PG,Adventure,3256,105,,PROFIT
266,12-06-2019,Men in Black: International,/movie/Men-in-Black-International-(2019)#tab=summary,110000000,80001807,253020464,30035838,PG-13,Adventure,4224,118,,PROFIT
267,07-08-2009,G.I. Joe: The Rise of Cobra,/movie/GI-Joe-The-Rise-of-Cobra-(2009)#tab=summary,175000000,150201498,302469017,54713046,PG-13,Action,4007,118,,PROFIT
268,29-09-2017,Blade Runner 2049,/movie/Blade-Runner-2049#tab=summary,185000000,92054159,258829058,32753122,R,Thriller/Suspense,4058,164,,PROFIT
269,24-04-2013,Iron Man 3,/movie/Iron-Man-3#tab=summary,200000000,408992272,1215392272,174144585,PG-13,Action,4253,130,,PROFIT
270,23-02-2017,Kong: Skull Island,/movie/Kong-Skull-Island#tab=summary,185000000,168052812,561072059,61025472,PG-13,Adventure,3846,118,,PROFIT
271,29-04-2011,Thor,/movie/Thor#tab=summary,150000000,181030624,449326618,65723338,PG-13,Action,3963,113,,PROFIT
272,15-11-2013,The Hunger Games: Catching Fire,/movie/Hunger-Games-Catching-Fire-The#tab=summary,130000000,424668047,864868047,158074286,PG-13,Adventure,4163,146,,PROFIT
273,29-01-2015,Kingsman: The Secret Service,/movie/Kingsman-The-Secret-Service#tab=summary,94000000,128261724,404561724,36206331,R,Action,3282,129,,PROFIT
274,26-05-2011,Kung Fu Panda 2,/movie/Kung-Fu-Panda-2#tab=summary,150000000,165249063,664837547,47656302,PG,Adventure,3952,90,,PROFIT
275,06-07-2006,Pirates of the Caribbean: Dead Man’s Chest,/movie/Pirates-of-the-Caribbean-Dead-Mans-Chest#tab=summary,225000000,423315812,1066179725,135634554,PG-13,Adventure,4133,151,,PROFIT
276,02-11-2007,American Gangster,/movie/American-Gangster-(2007)#tab=summary,100000000,130164645,267985456,43565135,R,Drama,3111,157,,PROFIT
277,17-05-2007,Shrek the Third,/movie/Shrek-the-Third#tab=summary,160000000,322719944,807330936,121629270,PG,Adventure,4172,92,,PROFIT
278,27-05-2010,Sex and the City 2,/movie/Sex-and-the-City-2#tab=summary,95000000,95347692,294680778,31001870,R,Comedy,3445,146,,PROFIT
279,25-04-2018,Avengers: Infinity War,/movie/Avengers-Infinity-War#tab=summary,300000000,678815482,2048359754,257698183,PG-13,Action,4474,156,,PROFIT
280,05-08-2011,Rise of the Planet of the Apes,/movie/Rise-of-the-Planet-of-the-Apes#tab=summary,93000000,176760185,470986200,54806191,PG-13,Adventure,3691,120,,PROFIT
281,03-06-2011,X-Men: First Class,/movie/X-Men-First-Class#tab=summary,160000000,146408305,355408305,55101604,PG-13,Action,3692,132,,PROFIT
282,11-07-2001,Final Fantasy: The Spirits Within,/movie/Final-Fantasy-The-Spirits-Within#tab=summary,137000000,32131830,85131830,11408853,PG-13,Adventure,2649,106,,LOSS
283,19-07-2013,R.I.P.D.,/movie/RIPD#tab=summary,130000000,33618855,79076678,12691415,PG-13,Action,2852,98,,LOSS
284,06-11-2009,Disney’s A Christmas Carol,/movie/Disneys-A-Christmas-Carol#tab=summary,190000000,137855863,315709697,30051075,PG,Drama,3683,95,,PROFIT
285,11-06-2004,The Stepford Wives,/movie/Stepford-Wives-The-(2004)#tab=summary,100000000,59475623,96150482,21406781,PG-13,Black Comedy,3057,93,,LOSS
286,12-06-2009,The Taking of Pelham 123,/movie/Taking-of-Pelham-123-The#tab=summary,110000000,65452312,152364370,23373102,R,Action,3077,106,,PROFIT
287,10-02-2016,Zootopia,/movie/Zootopia-(2016)#tab=summary,150000000,341268248,1004629935,75063401,PG,Adventure,3959,108,,PROFIT
288,22-12-2010,Little Fockers,/movie/Little-Fockers#tab=summary,100000000,148438600,310650574,30833665,PG-13,Comedy,3675,98,,PROFIT
289,24-12-2010,Gulliver's Travels,/movie/Gullivers-Travels-(2010)#tab=summary,112000000,42779261,232017848,6307691,PG,Adventure,3089,87,,PROFIT
290,20-05-2022,Top Gun: Maverick,/movie/Top-Gun-Maverick-(2020)#tab=summary,170000000,715270567,1478823595,126707459,PG-13,Action,4751,131,,PROFIT
291,26-10-2012,Cloud Atlas,/movie/Cloud-Atlas#tab=summary,102000000,27108272,130673154,9612247,R,Drama,2023,172,,PROFIT
292,18-07-2003,Bad Boys II,/movie/Bad-Boys-II#tab=summary,130000000,138540870,273271982,46522560,R,Action,3202,140,,PROFIT
293,18-04-2014,Transcendence,/movie/Transcendence#tab=summary,100000000,23022309,103039258,10886386,PG-13,Thriller/Suspense,3455,119,,PROFIT
294,05-11-2010,Megamind,/movie/Megamind#tab=summary,130000000,148415853,321887208,46016833,PG,Adventure,3949,95,,PROFIT
295,22-06-2007,Evan Almighty,/movie/Evan-Almighty#tab=summary,175000000,100289690,174131329,31192615,PG,Comedy,3636,96,,LOSS
296,19-11-2014,The Hunger Games: Mockingjay - Part 1,/movie/Hunger-Games-Mockingjay-Part-1-The#tab=summary,125000000,337135885,766575131,121897634,PG-13,Thriller/Suspense,4151,123,,PROFIT
297,16-05-2013,Star Trek Into Darkness,/movie/Star-Trek-Into-Darkness#tab=summary,190000000,228778661,467381584,70165559,PG-13,Adventure,3907,132,,PROFIT
298,28-06-2006,Superman Returns,/movie/Superman-Returns#tab=summary,232000000,200120000,391081192,52535096,PG-13,Adventure,4065,150,,PROFIT
299,15-05-2009,Angels & Demons,/movie/Angels-and-Demons#tab=summary,150000000,133375846,490875846,46204168,PG-13,Thriller/Suspense,3527,138,,PROFIT
300,20-11-2016,Allied,/movie/Allied#tab=summary,106000000,40098064,119266661,12701743,R,Drama,3160,124,,PROFIT
301,21-11-2008,Bolt,/movie/Bolt#tab=summary,150000000,114053579,328015029,26223128,PG,Adventure,3654,96,,PROFIT
302,13-06-2008,The Incredible Hulk,/movie/Incredible-Hulk-The#tab=summary,137500000,134806913,265573859,55414050,PG-13,Adventure,3508,112,,PROFIT
303,08-12-2006,Blood Diamond,/movie/Blood-Diamond#tab=summary,100000000,57377916,171377916,8648324,R,Action,1920,143,,PROFIT
304,20-06-2017,Transformers: The Last Knight,/movie/Transformers-The-Last-Knight#tab=summary,217000000,130168683,602893340,44680073,PG-13,Action,4132,148,,PROFIT
305,05-06-2009,Land of the Lost,/movie/Land-of-the-Lost#tab=summary,100000000,49438370,69548641,18837350,PG-13,Comedy,3534,102,,LOSS
306,25-12-2019,Spies in Disguise,/movie/Spies-in-Disguise-(2019)#tab=summary,100000000,66757013,165138481,13354798,PG,Adventure,3502,104,,PROFIT
307,08-12-2021,West Side Story,/movie/West-Side-Story-(2020)#tab=summary,100000000,38530322,75011257,10574618,PG-13,Musical,2820,156,,LOSS
308,25-12-2001,Ali,/movie/Ali-(2001)#tab=summary,109000000,58183966,87683966,14710892,R,Drama,2521,158,,LOSS
309,12-02-2014,RoboCop,/movie/RoboCop-(2013)#tab=summary,120000000,58607007,242981799,21681430,PG-13,Action,3372,116,,PROFIT
310,11-05-2017,King Arthur: Legend of the Sword,/movie/King-Arthur-Legend-of-the-Sword#tab=summary,175000000,39175066,139630336,15371270,PG-13,Adventure,3702,126,,LOSS
311,21-06-1996,The Hunchback of Notre Dame,/movie/Hunchback-of-Notre-Dame-The#tab=summary,100000000,100138851,325500000,21037414,G,Adventure,2835,91,,PROFIT
312,20-03-2018,Ready Player One,/movie/Ready-Player-One#tab=summary,150000000,137690172,579055653,41769050,PG-13,Adventure,4234,140,,PROFIT
313,25-03-2021,Godzilla vs. Kong,/movie/Godzilla-vs-Kong-(2020)#tab=summary,155000000,100916094,468064628,32200000,PG-13,Action,3084,113,,PROFIT
314,04-05-2017,Alien: Covenant,/movie/Alien-Covenant#tab=summary,97000000,74262031,238521247,36160621,R,Horror,3772,123,,PROFIT
315,30-06-1999,Wild Wild West,/movie/Wild-Wild-West#tab=summary,175000000,113805681,221229335,27687484,PG-13,Adventure,3342,107,,PROFIT
316,14-11-2018,Fantastic Beasts: The Crimes of Grindelwald,/movie/Fantastic-Beasts-The-Crimes-of-Grindelwald-(2018)#tab=summary,200000000,159555901,648455339,62163104,PG-13,Adventure,4163,134,,PROFIT
317,28-10-2011,The Adventures of Tintin,/movie/Adventures-of-Tintin-The#tab=summary,130000000,77591831,373993951,9720993,PG,Adventure,3087,104,,PROFIT
318,14-05-2015,Mad Max: Fury Road,/movie/Mad-Max-Fury-Road#tab=summary,150000000,153636354,367457874,45428128,R,Action,3722,120,,PROFIT
319,08-04-2005,Sahara,/movie/Sahara#tab=summary,145000000,68671925,121645390,18068372,PG-13,Adventure,3200,124,,LOSS
320,14-07-2017,War for the Planet of the Apes,/movie/War-for-the-Planet-of-the-Apes#tab=summary,152000000,146880162,489592267,56262929,PG-13,Action,4100,142,,PROFIT
321,26-03-2010,How to Train Your Dragon,/movie/How-to-Train-Your-Dragon#tab=summary,165000000,217581232,494870992,43732319,PG,Adventure,4060,91,,PROFIT
322,30-05-2012,Prometheus,/movie/Prometheus#tab=summary,125000000,126477084,402448265,51050101,R,Thriller/Suspense,3442,124,,PROFIT
323,30-06-2000,The Perfect Storm,/movie/Perfect-Storm-The#tab=summary,120000000,182618434,328711434,41325042,PG-13,Drama,3407,129,,PROFIT
324,13-07-2011,Harry Potter and the Deathly Hallows: Part II,/movie/Harry-Potter-and-the-Deathly-Hallows-Part-II#tab=summary,125000000,381193157,1316355322,169189427,PG-13,Adventure,4375,131,,PROFIT
325,21-11-2018,Robin Hood,/movie/Robin-Hood-(2018)#tab=summary,99000000,30824628,85210012,36063385,PG-13,Action,3505,139,,LOSS
326,14-05-2010,Robin Hood,/movie/Robin-Hood-(2010)#tab=summary,210000000,105487148,322459006,36063385,PG-13,Action,3505,139,,PROFIT
327,17-11-2006,Casino Royale,/movie/Casino-Royale-(2006)#tab=summary,102000000,167365000,594420283,40833156,PG-13,Action,3443,144,,PROFIT
328,26-11-2014,Penguins of Madagascar,/movie/Penguins-of-Madagascar#tab=summary,132000000,83350911,366942531,25447444,PG,Adventure,3775,92,,PROFIT
329,20-12-2002,Gangs of New York,/movie/Gangs-of-New-York#tab=summary,97000000,77730500,183124621,9496870,R,Drama,2340,155,,PROFIT
330,30-05-2012,Snow White and the Huntsman,/movie/Snow-White-and-the-Huntsman#tab=summary,170000000,155136755,401021746,56217700,PG-13,Adventure,3777,127,,PROFIT
331,21-04-2011,Fast Five,/movie/Fast-Five#tab=summary,125000000,210031325,630163454,86198765,PG-13,Action,3793,130,,PROFIT
